Type,Artifacts,Package,Version,Date,Reference
package,@asyncapi/optimizer@1.0.6,@asyncapi/optimizer,1.0.6,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-134
package,@asyncapi/parser@3.4.1,@asyncapi/parser,3.4.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-135
package,@asyncapi/php-template@0.1.1,@asyncapi/php-template,0.1.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-136
package,@asyncapi/problem@1.0.2,@asyncapi/problem,1.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-137
package,@asyncapi/protobuf-schema-parser@3.5.2,@asyncapi/protobuf-schema-parser,3.5.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-138
package,@asyncapi/python-paho-template@0.2.15,@asyncapi/python-paho-template,0.2.15,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-139
package,@asyncapi/react-component@2.6.7,@asyncapi/react-component,2.6.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-140
package,@asyncapi/server-api@0.16.24,@asyncapi/server-api,0.16.24,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-141
package,@asyncapi/specs@6.9.1,@asyncapi/specs,6.9.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-142
package,@asyncapi/studio@1.0.3,@asyncapi/studio,1.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-143
package,@asyncapi/web-component@2.6.7,@asyncapi/web-component,2.6.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-144
package,@bdkinc/knex-ibmi@0.5.7,@bdkinc/knex-ibmi,0.5.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-145
package,@browserbasehq/bb9@1.2.21,@browserbasehq/bb9,1.2.21,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-146
package,@browserbasehq/director-ai@1.0.3,@browserbasehq/director-ai,1.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-147
package,@browserbasehq/mcp@2.1.1,@browserbasehq/mcp,2.1.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-148
package,@browserbasehq/mcp-server-browserbase@2.4.2,@browserbasehq/mcp-server-browserbase,2.4.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-149
package,@browserbasehq/sdk-functions@0.0.4,@browserbasehq/sdk-functions,0.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-150
package,@browserbasehq/stagehand@3.0.4,@browserbasehq/stagehand,3.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-151
package,@browserbasehq/stagehand-docs@1.0.1,@browserbasehq/stagehand-docs,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-152
package,@caretive/caret-cli@0.0.2,@caretive/caret-cli,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-153
package,@chtijs/eslint-config@1.0.1,@chtijs/eslint-config,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-154
package,@clausehq/flows-step-httprequest@0.1.14,@clausehq/flows-step-httprequest,0.1.14,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-155
package,@clausehq/flows-step-jsontoxml@0.1.14,@clausehq/flows-step-jsontoxml,0.1.14,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-156
package,@clausehq/flows-step-mqtt@0.1.14,@clausehq/flows-step-mqtt,0.1.14,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-157
package,@clausehq/flows-step-sendgridemail@0.1.14,@clausehq/flows-step-sendgridemail,0.1.14,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-158
package,@clausehq/flows-step-taskscreateurl@0.1.14,@clausehq/flows-step-taskscreateurl,0.1.14,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-159
package,@cllbk/ghl@1.3.1,@cllbk/ghl,1.3.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-160
package,@commute/bloom@1.0.3,@commute/bloom,1.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-161
package,@commute/market-data@1.0.2,@commute/market-data,1.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-162
package,@commute/market-data-chartjs@2.3.1,@commute/market-data-chartjs,2.3.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-163
package,@dev-blinq/ai-qa-logic@1.0.19,@dev-blinq/ai-qa-logic,1.0.19,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-164
package,@dev-blinq/blinqioclient@1.0.21,@dev-blinq/blinqioclient,1.0.21,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-165
package,@dev-blinq/cucumber-js@1.0.131,@dev-blinq/cucumber-js,1.0.131,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-166
package,@dev-blinq/cucumber_client@1.0.738,@dev-blinq/cucumber_client,1.0.738,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-167
package,@dev-blinq/ui-systems@1.0.93,@dev-blinq/ui-systems,1.0.93,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-168
package,@ensdomains/address-encoder@1.1.5,@ensdomains/address-encoder,1.1.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-169
package,@ensdomains/blacklist@1.0.1,@ensdomains/blacklist,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-170
package,@ensdomains/buffer@0.1.2,@ensdomains/buffer,0.1.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-171
package,@ensdomains/ccip-read-cf-worker@0.0.4,@ensdomains/ccip-read-cf-worker,0.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-172
package,@ensdomains/ccip-read-dns-gateway@0.1.1,@ensdomains/ccip-read-dns-gateway,0.1.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-173
package,@ensdomains/ccip-read-router@0.0.7,@ensdomains/ccip-read-router,0.0.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-174
package,@ensdomains/ccip-read-worker-viem@0.0.4,@ensdomains/ccip-read-worker-viem,0.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-175
package,@ensdomains/content-hash@3.0.1,@ensdomains/content-hash,3.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-176
package,@ensdomains/curvearithmetics@1.0.1,@ensdomains/curvearithmetics,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-177
package,@ensdomains/cypress-metamask@1.2.1,@ensdomains/cypress-metamask,1.2.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-178
package,@ensdomains/dnsprovejs@0.5.3,@ensdomains/dnsprovejs,0.5.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-179
package,@ensdomains/dnssec-oracle-anchors@0.0.2,@ensdomains/dnssec-oracle-anchors,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-180
package,@ensdomains/dnssecoraclejs@0.2.9,@ensdomains/dnssecoraclejs,0.2.9,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-181
package,@ensdomains/durin@0.1.2,@ensdomains/durin,0.1.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-182
package,@ensdomains/durin-middleware@0.0.2,@ensdomains/durin-middleware,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-183
package,@ensdomains/ens-archived-contracts@0.0.3,@ensdomains/ens-archived-contracts,0.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-184
package,@ensdomains/ens-avatar@1.0.4,@ensdomains/ens-avatar,1.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-185
package,@ensdomains/ens-contracts@1.6.1,@ensdomains/ens-contracts,1.6.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-186
package,@ensdomains/ens-test-env@1.0.2,@ensdomains/ens-test-env,1.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-187
package,@ensdomains/ens-validation@0.1.1,@ensdomains/ens-validation,0.1.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-188
package,@ensdomains/ensjs@4.0.3,@ensdomains/ensjs,4.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-189
package,@ensdomains/ensjs-react@0.0.5,@ensdomains/ensjs-react,0.0.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-190
package,@ensdomains/eth-ens-namehash@2.0.16,@ensdomains/eth-ens-namehash,2.0.16,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-191
package,@ensdomains/hackathon-registrar@1.0.5,@ensdomains/hackathon-registrar,1.0.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-192
package,@ensdomains/hardhat-chai-matchers-viem@0.1.15,@ensdomains/hardhat-chai-matchers-viem,0.1.15,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-193
package,@ensdomains/hardhat-toolbox-viem-extended@0.0.6,@ensdomains/hardhat-toolbox-viem-extended,0.0.6,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-194
package,@ensdomains/mock@2.1.52,@ensdomains/mock,2.1.52,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-195
package,@ensdomains/name-wrapper@1.0.1,@ensdomains/name-wrapper,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-196
package,@ensdomains/offchain-resolver-contracts@0.2.2,@ensdomains/offchain-resolver-contracts,0.2.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-197
package,@ensdomains/op-resolver-contracts@0.0.2,@ensdomains/op-resolver-contracts,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-198
package,@ensdomains/react-ens-address@0.0.32,@ensdomains/react-ens-address,0.0.32,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-199
package,@ensdomains/renewal@0.0.13,@ensdomains/renewal,0.0.13,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-200
package,@ensdomains/renewal-widget@0.1.10,@ensdomains/renewal-widget,0.1.10,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-201
package,@ensdomains/reverse-records@1.0.1,@ensdomains/reverse-records,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-202
package,@ensdomains/server-analytics@0.0.2,@ensdomains/server-analytics,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-203
package,@ensdomains/solsha1@0.0.4,@ensdomains/solsha1,0.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-204
package,@ensdomains/subdomain-registrar@0.2.4,@ensdomains/subdomain-registrar,0.2.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-205
package,@ensdomains/test-utils@1.3.1,@ensdomains/test-utils,1.3.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-206
package,@ensdomains/thorin@0.6.51,@ensdomains/thorin,0.6.51,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-207
package,@ensdomains/ui@3.4.6,@ensdomains/ui,3.4.6,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-208
package,@ensdomains/unicode-confusables@0.1.1,@ensdomains/unicode-confusables,0.1.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-209
package,@ensdomains/unruggable-gateways@0.0.3,@ensdomains/unruggable-gateways,0.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-210
package,@ensdomains/vite-plugin-i18next-loader@4.0.4,@ensdomains/vite-plugin-i18next-loader,4.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-211
package,@ensdomains/web3modal@1.10.2,@ensdomains/web3modal,1.10.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-212
package,@everreal/react-charts@2.0.2,@everreal/react-charts,2.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-213
package,@everreal/validate-esmoduleinterop-imports@1.4.5,@everreal/validate-esmoduleinterop-imports,1.4.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-214
package,@everreal/web-analytics@0.0.1,@everreal/web-analytics,0.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-215
package,@faq-component/core@0.0.4,@faq-component/core,0.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-216
package,@faq-component/react@1.0.1,@faq-component/react,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-217
package,@fishingbooker/browser-sync-plugin@1.0.5,@fishingbooker/browser-sync-plugin,1.0.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-218
package,@fishingbooker/react-loader@1.0.7,@fishingbooker/react-loader,1.0.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-219
package,@fishingbooker/react-pagination@2.0.6,@fishingbooker/react-pagination,2.0.6,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-220
package,@fishingbooker/react-raty@2.0.1,@fishingbooker/react-raty,2.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-221
package,@fishingbooker/react-swiper@0.1.5,@fishingbooker/react-swiper,0.1.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-222
package,@hapheus/n8n-nodes-pgp@1.5.1,@hapheus/n8n-nodes-pgp,1.5.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-223
package,@hover-design/core@0.0.1,@hover-design/core,0.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-224
package,@hover-design/react@0.2.1,@hover-design/react,0.2.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-225
package,@huntersofbook/auth-vue@0.4.2,@huntersofbook/auth-vue,0.4.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-226
package,@huntersofbook/core@0.5.1,@huntersofbook/core,0.5.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-227
package,@huntersofbook/core-nuxt@0.4.2,@huntersofbook/core-nuxt,0.4.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-228
package,@huntersofbook/form-naiveui@0.5.1,@huntersofbook/form-naiveui,0.5.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-229
package,@huntersofbook/i18n@0.8.2,@huntersofbook/i18n,0.8.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-230
package,@huntersofbook/ui@0.5.1,@huntersofbook/ui,0.5.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-231
package,@hyperlook/telemetry-sdk@1.0.19,@hyperlook/telemetry-sdk,1.0.19,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-232
package,@ifelsedeveloper/protocol-contracts-svm-idl@0.1.2,@ifelsedeveloper/protocol-contracts-svm-idl,0.1.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-233
package,@ifings/design-system@4.9.2,@ifings/design-system,4.9.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-234
package,@ifings/metatron3@0.1.5,@ifings/metatron3,0.1.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-235
package,@jayeshsadhwani/telemetry-sdk@1.0.14,@jayeshsadhwani/telemetry-sdk,1.0.14,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-236
package,@kvytech/cli@0.0.7,@kvytech/cli,0.0.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-237
package,@kvytech/components@0.0.2,@kvytech/components,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-238
package,@kvytech/habbit-e2e-test@0.0.2,@kvytech/habbit-e2e-test,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-239
package,@kvytech/medusa-plugin-announcement@0.0.8,@kvytech/medusa-plugin-announcement,0.0.8,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-240
package,@kvytech/medusa-plugin-management@0.0.5,@kvytech/medusa-plugin-management,0.0.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-241
package,@kvytech/medusa-plugin-newsletter@0.0.5,@kvytech/medusa-plugin-newsletter,0.0.5,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-242
package,@kvytech/medusa-plugin-product-reviews@0.0.9,@kvytech/medusa-plugin-product-reviews,0.0.9,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-243
package,@kvytech/medusa-plugin-promotion@0.0.2,@kvytech/medusa-plugin-promotion,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-244
package,@kvytech/web@0.0.2,@kvytech/web,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-245
package,@lessondesk/api-client@9.12.2,@lessondesk/api-client,9.12.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-246
package,@lessondesk/babel-preset@1.0.1,@lessondesk/babel-preset,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-247
package,@lessondesk/electron-group-api-client@1.0.3,@lessondesk/electron-group-api-client,1.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-248
package,@lessondesk/eslint-config@1.4.2,@lessondesk/eslint-config,1.4.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-249
package,@lessondesk/material-icons@1.0.3,@lessondesk/material-icons,1.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-250
package,@lessondesk/react-table-context@2.0.4,@lessondesk/react-table-context,2.0.4,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-251
package,@lessondesk/schoolbus@5.2.2,@lessondesk/schoolbus,5.2.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-252
package,@livecms/live-edit@0.0.32,@livecms/live-edit,0.0.32,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-253
package,@livecms/nuxt-live-edit@1.9.2,@livecms/nuxt-live-edit,1.9.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-254
package,@lokeswari-satyanarayanan/rn-zustand-expo-template@1.0.9,@lokeswari-satyanarayanan/rn-zustand-expo-template,1.0.9,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-255
package,@louisle2/core@1.0.1,@louisle2/core,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-256
package,@louisle2/cortex-js@0.1.6,@louisle2/cortex-js,0.1.6,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-257
package,@lpdjs/firestore-repo-service@1.0.1,@lpdjs/firestore-repo-service,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-258
package,@lui-ui/lui-nuxt@0.1.1,@lui-ui/lui-nuxt,0.1.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-259
package,@lui-ui/lui-tailwindcss@0.1.2,@lui-ui/lui-tailwindcss,0.1.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-260
package,@lui-ui/lui-vue@1.0.13,@lui-ui/lui-vue,1.0.13,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-261
package,@markvivanco/app-version-checker@1.0.2,@markvivanco/app-version-checker,1.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-262
package,@mcp-use/cli@2.2.7,@mcp-use/cli,2.2.7,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-263
package,@mcp-use/inspector@0.6.3,@mcp-use/inspector,0.6.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-264
package,@mcp-use/mcp-use@1.0.2,@mcp-use/mcp-use,1.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-265
package,@micado-digital/stadtmarketing-kufstein-external@1.9.1,@micado-digital/stadtmarketing-kufstein-external,1.9.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-266
package,@mizzle-dev/orm@0.0.2,@mizzle-dev/orm,0.0.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-267
package,@mparpaillon/connector-parse@1.0.1,@mparpaillon/connector-parse,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-268
package,@mparpaillon/imagesloaded@4.1.2,@mparpaillon/imagesloaded,4.1.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-269
package,@mparpaillon/page@1.0.1,@mparpaillon/page,1.0.1,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-270
package,@ntnx/passport-wso2@0.0.3,@ntnx/passport-wso2,0.0.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-271
package,@ntnx/t@0.0.101,@ntnx/t,0.0.101,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-272
package,@oku-ui/accordion@0.6.2,@oku-ui/accordion,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-273
package,@oku-ui/alert-dialog@0.6.2,@oku-ui/alert-dialog,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-274
package,@oku-ui/arrow@0.6.2,@oku-ui/arrow,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-275
package,@oku-ui/aspect-ratio@0.6.2,@oku-ui/aspect-ratio,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-276
package,@oku-ui/avatar@0.6.2,@oku-ui/avatar,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-277
package,@oku-ui/checkbox@0.6.3,@oku-ui/checkbox,0.6.3,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-278
package,@oku-ui/collapsible@0.6.2,@oku-ui/collapsible,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-279
package,@oku-ui/collection@0.6.2,@oku-ui/collection,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-280
package,@oku-ui/dialog@0.6.2,@oku-ui/dialog,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-281
package,@oku-ui/direction@0.6.2,@oku-ui/direction,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-282
package,@oku-ui/dismissable-layer@0.6.2,@oku-ui/dismissable-layer,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-283
package,@oku-ui/focus-guards@0.6.2,@oku-ui/focus-guards,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-284
package,@oku-ui/focus-scope@0.6.2,@oku-ui/focus-scope,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-285
package,@oku-ui/hover-card@0.6.2,@oku-ui/hover-card,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-286
package,@oku-ui/label@0.6.2,@oku-ui/label,0.6.2,24/11/2025,https://www.wiz.io/blog/shai-hulud-2-0-ongoing-supply-chain-attack#references-287
